report Link Table Data,,,,,,,,,,,,,,,,,,,,,,,,,,<<< อย่าลืม Filter Out สีเทาออกก่อนนะ >>>,,,revise formula,,,,,,,,,,,,,,,,,,,,,,
Save Time:2025-05-22 14:32:46 User Name:tempuno,,,,,,,Shelf1-0(GigabitEthernet0/3/0),,,,,,,,,,,,,,,,,,,,,"""=MID(H7,10,20)""","Original formula AB, AE",,,,,,,,,,,,,,,,,,,,,,
"Total 1,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Source SFP Actual S/N >>> Info comparing with plan,,,,,,,Sink SFP Actual S/N >>> Info comparing with plan,,,,,,
Region,AlarmSeverity,LinkName,LinkType,NetworkProtocolType,Source NE,Source IP,Source Port,Source Port IP,SourcePortAlias,Sink NE,Sink IP,Sink Port,Sink Port IP,SinkPortAlias,LinkLevel,LinkRate(bit/s),RemainingUpstreamBandwidth(Kbit/s),RemainingDownstreamBandwidth(Kbit/s),CreationTime,Remarks,UserLabel,Owner,Weight(0-1000),Delay Time(μs),,Source NE,Source Port,So SFP-Type,Sink NE,Sink Port,Sink SFP-Type,,SFP Check,,Source-Concatatinate,Sink-Concatcatinate,,Source S/N Actual,BOQ Ph,Site Assigned,NE Assigned,Port Assigned,Match Site,Match Port,Sink S/N Actual,BOQ Ph,Site Assigned,NE Assigned,Port Assigned,Match Site,Match Port
C3,Normal,C3_EO_KTN_NE08_1-Shelf1-0(GigabitEthernet0/1/0)-C3_EO_BPW_NE08_1-Shelf1-0(GigabitEthernet0/1/0),L2 Link,--,C3_EO_KTN_NE08_1,10.10.54.169,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/1/0),10.10.196.249,C3_ACN3_L052=C3_EO_KTN_NE08_1 10GE0/1/0-to-C3_EO_BPW_NE08_1 10GE0/1/0,C3_EO_BPW_NE08_1,10.10.54.148,Shelf1-0-CXP 7-0(GigabitEthernet0/1/0),10.10.196.250,C3_ACN3_L052=C3_BPW_NE08_1_EO 10GE0/1/0-to-C3_KTA_NE8K_1_EO 10GE0/3/0,10GE,10000000000,1000000,999000,2023-01-11 11:43:48,,,,50,0,,กฟย.คลองตัน,GigabitEthernet0/1/0,10GBase-ER,กฟจ.สมุทรสาคร 2 (บ้านแพ้ว),GigabitEthernet0/1/0,10GBase-ER,,Match,1,C3_EO_KTN_NE08_1-GigabitEthernet0/1/0,C3_EO_BPW_NE08_1-GigabitEthernet0/1/0,,EB202100050524,Ph#4,กฟย.คลองตัน,NE8K_1,GigabitEthernet0/3/0,Match,Not Match,EB202000270177,Ph#4,กฟจ.สมุทรสาคร 2 (บ้านแพ้ว),NE08_1,GigabitEthernet0/1/1,Match,Not Match
C2,Normal,C2_SS_BNG_NE8K_1-Shelf1-2(GigabitEthernet0/5/2)-C2_EO_SRC_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C2_SS_BNG_NE8K_1,10.10.52.86,Shelf1-0-CXP 7-2(GigabitEthernet0/5/2),10.10.178.61,C2_ACN2_L008=C2_SS_BNG_NE8K_1 10GE0/5/2-to-C2_EO_SRC_NE08_1 10GE0/3/0,C2_EO_SRC_NE08_1,10.10.52.87,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.178.62,C2_ACN2_L008=C2_EO_SRC_NE08_1 10GE0/3/0-to-C2_SS_BNG_NE8K_1 10GE0/5/2,10GE,10000000000,1000000,968000,2023-01-09 13:56:37,,,,50,0,,สฟฟ.บึง 1,GigabitEthernet0/5/2,10GBase-ER,กฟอ.ศรีราชา,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C2_SS_BNG_NE8K_1-GigabitEthernet0/5/2,C2_EO_SRC_NE08_1-GigabitEthernet0/3/0,,INGBS0475622,Ph#1,0,0,0,Not Match,Not Match,INGBS0475179,Ph#1,0,0,0,Not Match,Not Match
C2,Critical,C2_SS_BNG_NE8K_1-Shelf1-0(GigabitEthernet0/3/0)-C2_SS_PZA_NE8K_1-Shelf1-0(GigabitEthernet0/3/0),IP Link,--,C2_SS_BNG_NE8K_1,10.10.52.86,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.178.254,C2_ACN2_L056=C2_SS_BNG_NE8K_1 10GE0/3/0-to-C2_PZA_NE08_1_SS 10GE0/4/0,C2_SS_PZA_NE8K_1,10.10.52.106,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.178.253,C2_ACN2_L056=C2_SS_PZA_NE08_1 10GE0/3/0-to-C2_SS_BNG_NE8K_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2023-01-09 13:56:37,,,,50,--,,สฟฟ.บึง 1,GigabitEthernet0/3/0,10GBase-ER,สฟฟ.ปิ่นทอง,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C2_SS_BNG_NE8K_1-GigabitEthernet0/3/0,C2_SS_PZA_NE8K_1-GigabitEthernet0/3/0,,EB195100161950,Ph#3,สฟฟ.บึง 1,NE08_1,GigabitEthernet0/1/1,Match,Not Match,EB200300251044,Ph#3,สฟฟ.ปิ่นทอง,NE08_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_BNG_NE8K_1-Shelf1-1(GigabitEthernet0/5/1)-C2_EO_BUG_NE08_1-Shelf1-0(GigabitEthernet0/5/0),L2 Link,--,C2_SS_BNG_NE8K_1,10.10.52.86,Shelf1-0-CXP 7-1(GigabitEthernet0/5/1),10.10.178.65,C2_ACN2_L009=C2_SS_BNG_NE8K_1 10GE0/5/1-to-C2_EO_BUG_NE08_1 10GE0/5/0,C2_EO_BUG_NE08_1,10.10.52.85,Shelf1-0-CXP 7-0(GigabitEthernet0/5/0),10.10.178.66,C2_ACN2_L009=C2_EO_BUG_NE08_1 10GE0/5/0-to-C2_SS_BNG_NE8K_1 10GE0/5/1,10GE,10000000000,1000000,988000,2023-01-09 13:56:37,,,,50,0,,สฟฟ.บึง 1,GigabitEthernet0/5/1,10GBase-ER,กฟส.บึง ,GigabitEthernet0/5/0,10GBase-ER,,Match,1,C2_SS_BNG_NE8K_1-GigabitEthernet0/5/1,C2_EO_BUG_NE08_1-GigabitEthernet0/5/0,,INGBT0190167,Ph#1,0,0,0,Not Match,Not Match,INGBS0475629,Ph#1,0,0,0,Not Match,Not Match
C2,Critical,C2_SS_BNG_NE8K_1-Shelf1-2(GigabitEthernet0/5/2)-C2_EO_SRC_NE08_1-Shelf1-0(GigabitEthernet0/3/0),IP Link,--,C2_SS_BNG_NE8K_1,10.10.52.86,Shelf1-0-CXP 7-2(GigabitEthernet0/5/2),10.10.178.61,C2_ACN2_L008=C2_SS_BNG_NE8K_1 10GE0/5/2-to-C2_EO_SRC_NE08_1 10GE0/3/0,C2_EO_SRC_NE08_1,10.10.52.87,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.178.62,C2_ACN2_L008=C2_EO_SRC_NE08_1 10GE0/3/0-to-C2_SS_BNG_NE8K_1 10GE0/5/2,10GE,10000000000,1000000,968000,2023-01-09 13:56:37,,,,50,--,,สฟฟ.บึง 1,GigabitEthernet0/5/2,10GBase-ER,กฟอ.ศรีราชา,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C2_SS_BNG_NE8K_1-GigabitEthernet0/5/2,C2_EO_SRC_NE08_1-GigabitEthernet0/3/0,,INGBS0475622,Ph#1,0,0,0,Not Match,Not Match,INGBS0475179,Ph#1,0,0,0,Not Match,Not Match
C2,Critical,C2_SS_BNG_NE8K_1-Shelf1-1(GigabitEthernet0/5/1)-C2_EO_BUG_NE08_1-Shelf1-0(GigabitEthernet0/5/0),IP Link,--,C2_SS_BNG_NE8K_1,10.10.52.86,Shelf1-0-CXP 7-1(GigabitEthernet0/5/1),10.10.178.65,C2_ACN2_L009=C2_SS_BNG_NE8K_1 10GE0/5/1-to-C2_EO_BUG_NE08_1 10GE0/5/0,C2_EO_BUG_NE08_1,10.10.52.85,Shelf1-0-CXP 7-0(GigabitEthernet0/5/0),10.10.178.66,C2_ACN2_L009=C2_EO_BUG_NE08_1 10GE0/5/0-to-C2_SS_BNG_NE8K_1 10GE0/5/1,10GE,10000000000,1000000,988000,2023-01-09 13:56:37,,,,50,--,,สฟฟ.บึง 1,GigabitEthernet0/5/1,10GBase-ER,กฟส.บึง ,GigabitEthernet0/5/0,10GBase-ER,,Match,1,C2_SS_BNG_NE8K_1-GigabitEthernet0/5/1,C2_EO_BUG_NE08_1-GigabitEthernet0/5/0,,INGBT0190167,Ph#1,0,0,0,Not Match,Not Match,INGBS0475629,Ph#1,0,0,0,Not Match,Not Match
C2,Normal,C2_SS_BNG_NE8K_1-Shelf1-0(GigabitEthernet0/3/0)-C2_SS_PZA_NE8K_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C2_SS_BNG_NE8K_1,10.10.52.86,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.178.254,C2_ACN2_L056=C2_SS_BNG_NE8K_1 10GE0/3/0-to-C2_PZA_NE08_1_SS 10GE0/4/0,C2_SS_PZA_NE8K_1,10.10.52.106,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.178.253,C2_ACN2_L056=C2_SS_PZA_NE08_1 10GE0/3/0-to-C2_SS_BNG_NE8K_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2023-01-09 13:56:37,,,,50,0,,สฟฟ.บึง 1,GigabitEthernet0/3/0,10GBase-ER,สฟฟ.ปิ่นทอง,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C2_SS_BNG_NE8K_1-GigabitEthernet0/3/0,C2_SS_PZA_NE8K_1-GigabitEthernet0/3/0,,EB195100161950,Ph#3,สฟฟ.บึง 1,NE08_1,GigabitEthernet0/1/1,Match,Not Match,EB200300251044,Ph#3,สฟฟ.ปิ่นทอง,NE08_1,GigabitEthernet0/3/0,Match,Match
C1,Normal,C1_SS_LLL_NE8K_2-Shelf1-1(GigabitEthernet0/5/1)-New_C1_SS_KHL_NE08_1-Shelf1-0(GigabitEthernet0/2/0),L2 Link,--,C1_SS_LLL_NE8K_2,10.10.50.94,Shelf1-1(GigabitEthernet0/5/1),10.10.163.1,C1_ACN2_L057=C1_SS_LLL_NE8K_2 10GE0/5/1-to-C1_SS_KHL_NE08E_1 10GE0/2/0,New_C1_SS_KHL_NE08_1,10.10.50.76,Shelf1-0-NED3CXPB-0(GigabitEthernet0/2/0),10.10.163.2,C1_ACN2_L031=C1_SS_KHL_NE08_1 10GE0/2/0-to-C1_SS_LLL_NE8K_2 10GE0/5/1,10GE,10000000000,1000000,1000000,2022-12-30 10:34:34,,,,50,0,,สฟฟ.ลำลูกกา 2,GigabitEthernet0/5/1,10GBase-LR,สฟฟ.คลองสี่,GigabitEthernet0/2/0,10GBase-LR,,Match,1,C1_SS_LLL_NE8K_2-GigabitEthernet0/5/1,New_C1_SS_KHL_NE08_1-GigabitEthernet0/2/0,,MA20153012685,Ph#3,สฟฟ.ลำลูกกา 2,NE08_1,GigabitEthernet0/3/0,Match,Not Match,MA20141261519,Ph#3,สฟฟ.คลองสี่,NE08_1,GigabitEthernet0/2/0,Match,Match
C1,Normal,C1_SS_LLL_NE8K_2-Shelf1-1(GigabitEthernet0/5/1)-New_C1_SS_KHL_NE08_1-Shelf1-0(GigabitEthernet0/2/0),IP Link,--,C1_SS_LLL_NE8K_2,10.10.50.94,Shelf1-1(GigabitEthernet0/5/1),10.10.163.1,C1_ACN2_L057=C1_SS_LLL_NE8K_2 10GE0/5/1-to-C1_SS_KHL_NE08E_1 10GE0/2/0,New_C1_SS_KHL_NE08_1,10.10.50.76,Shelf1-0-NED3CXPB-0(GigabitEthernet0/2/0),10.10.163.2,C1_ACN2_L031=C1_SS_KHL_NE08_1 10GE0/2/0-to-C1_SS_LLL_NE8K_2 10GE0/5/1,10GE,10000000000,1000000,1000000,2022-12-30 10:34:34,,,,50,--,,สฟฟ.ลำลูกกา 2,GigabitEthernet0/5/1,10GBase-LR,สฟฟ.คลองสี่,GigabitEthernet0/2/0,10GBase-LR,,Match,1,C1_SS_LLL_NE8K_2-GigabitEthernet0/5/1,New_C1_SS_KHL_NE08_1-GigabitEthernet0/2/0,,MA20153012685,Ph#3,สฟฟ.ลำลูกกา 2,NE08_1,GigabitEthernet0/3/0,Match,Not Match,MA20141261519,Ph#3,สฟฟ.คลองสี่,NE08_1,GigabitEthernet0/2/0,Match,Match
C1,Normal,C1_SS_LLL_NE8K_2-Shelf1-0(GigabitEthernet0/5/0)-New_C1_SS_LLL_NE08_1-Shelf1-0(GigabitEthernet0/3/0),IP Link,--,C1_SS_LLL_NE8K_2,10.10.50.94,Shelf1-0(GigabitEthernet0/5/0),10.10.163.101,C1_ACN2_L057=C1_SS_LLL_NE8K_2 10GE0/5/0-to-C1_SS_LLL_NE8K_1 10GE0/3/0,New_C1_SS_LLL_NE08_1,10.10.50.84,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.163.102,C1_ACN2_L057=C1_SS_LLL_NE8K_1 10GE0/3/0-to-C1_SS_LLL_NE8K_2 10GE0/5/0,10GE,10000000000,1000000,1000000,2022-12-30 10:34:34,,,,50,--,,สฟฟ.ลำลูกกา 2,GigabitEthernet0/5/0,10GBase-SR,สฟฟ.ลำลูกกา 2,GigabitEthernet0/3/0,10GBase-SR,,Match,1,C1_SS_LLL_NE8K_2-GigabitEthernet0/5/0,New_C1_SS_LLL_NE08_1-GigabitEthernet0/3/0,,N33B8Q14662,Ph#6,สฟฟ.ลำลูกกา 2,NE8K,GigabitEthernet0/5/0,Match,Match,N33B8Q04458,Ph#6,สฟฟ.ลำลูกกา 2 A,NE08,GigabitEthernet0/3/0,Not Match,Match
C1,Normal,C1_SS_LLL_NE8K_2-Shelf1-0(GigabitEthernet0/5/0)-New_C1_SS_LLL_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C1_SS_LLL_NE8K_2,10.10.50.94,Shelf1-0(GigabitEthernet0/5/0),10.10.163.101,C1_ACN2_L057=C1_SS_LLL_NE8K_2 10GE0/5/0-to-C1_SS_LLL_NE8K_1 10GE0/3/0,New_C1_SS_LLL_NE08_1,10.10.50.84,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.163.102,C1_ACN2_L057=C1_SS_LLL_NE8K_1 10GE0/3/0-to-C1_SS_LLL_NE8K_2 10GE0/5/0,10GE,10000000000,1000000,1000000,2022-12-30 10:34:34,,,,50,0,,สฟฟ.ลำลูกกา 2,GigabitEthernet0/5/0,10GBase-SR,สฟฟ.ลำลูกกา 2,GigabitEthernet0/3/0,10GBase-SR,,Match,1,C1_SS_LLL_NE8K_2-GigabitEthernet0/5/0,New_C1_SS_LLL_NE08_1-GigabitEthernet0/3/0,,N33B8Q14662,Ph#6,สฟฟ.ลำลูกกา 2,NE8K,GigabitEthernet0/5/0,Match,Match,N33B8Q04458,Ph#6,สฟฟ.ลำลูกกา 2 A,NE08,GigabitEthernet0/3/0,Not Match,Match
C3,Normal,New_C3_SS_OYM_NE8K_1-Shelf1-0(GigabitEthernet0/3/0)-New_C3_SS_SAC_NE08_1-Shelf1-0(GigabitEthernet0/4/0),L2 Link,--,New_C3_SS_OYM_NE8K_1,10.10.54.166,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/3/0),10.10.197.93,C3_ACN3_L075=C3_SS_OYM_NE8K_1 10GE0/3/0-to-C3_SS_SAC_NE08_1 10GE0/4/0,New_C3_SS_SAC_NE08_1,10.10.54.160,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.197.94,C3_ACN3_L075=C3_SS_SAC_NE08_1 10GE0/4/0-to-C3_SS_OYM_NE8K_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2022-12-28 11:40:58,,,,50,0,,สฟฟ.อ้อมใหญ่ 4 (แทรกกลาง),GigabitEthernet0/3/0,10GBase-ER,สฟฟ.สามพราน 3,GigabitEthernet0/4/0,10GBase-ER,,Match,1,New_C3_SS_OYM_NE8K_1-GigabitEthernet0/3/0,New_C3_SS_SAC_NE08_1-GigabitEthernet0/4/0,,EB201900342666,Ph#4,สฟฟ.อ้อมใหญ่ 4 (แทรกกลาง),NE8K_1,GigabitEthernet0/3/0,Match,Match,HB203900120761,Ph#6,สฟฟ.สามพราน 3,NE08,GigabitEthernet0/3/0,Match,Not Match
C3,Normal,New_C3_SS_OYM_NE8K_1-Shelf1-0(GigabitEthernet0/4/0)-C3_SS_OYK_NE8K_1-Shelf1-1(GigabitEthernet0/4/1),L2 Link,--,New_C3_SS_OYM_NE8K_1,10.10.54.166,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/4/0),10.10.196.89,C3_ACN3_L015=C3_SS_OYM_NE8K_1 10GE0/4/0-to-C3_SS_OYK_NE08_1 10GE0/5/0,C3_SS_OYK_NE8K_1,10.10.54.133,Shelf1-0-CXP 7-1(GigabitEthernet0/4/1),10.10.196.90,C3_ACN3_L015=C3_SS_OYK_NE08_1 10GE0/4/1-to-C3_SS_OYM_NE8K_1 10GE0/3/1,10GE,10000000000,1000000,--,2022-12-28 11:37:58,,,,50,0,,สฟฟ.อ้อมใหญ่ 4 (แทรกกลาง),GigabitEthernet0/4/0,10GBase-ER,สฟฟ.อ้อมใหญ่ 2,GigabitEthernet0/4/1,10GBase-ER,,Match,1,New_C3_SS_OYM_NE8K_1-GigabitEthernet0/4/0,C3_SS_OYK_NE8K_1-GigabitEthernet0/4/1,,EB201900342664,Ph#4,สฟฟ.อ้อมใหญ่ 4 (แทรกกลาง),NE8K_1,GigabitEthernet0/4/0,Match,Match,EB203800071884,Ph#6,สฟฟ.อ้อมใหญ่ 2,NE8K,GigabitEthernet0/3/0,Match,Not Match
C3,Normal,C3_SS_OYK_NE8K_1-Shelf1-0(GigabitEthernet0/3/0)-C3_SS_ONA_NE08_1-Shelf1-0(GigabitEthernet0/1/0),IP Link,--,C3_SS_OYK_NE8K_1,10.10.54.133,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.196.122,C3_ACN3_L023=C3_SS_OYK_NE08_1 Ten0/3/0-to-C3_SS_ONA_NE08_1 Ten0/1/0,C3_SS_ONA_NE08_1,10.10.54.134,Shelf1-0-CXP 7-0(GigabitEthernet0/1/0),10.10.196.121,C3_ACN3_L023=C3_SS_ONA_NE08_1 Ten0/1/0-to-C3_SS_OYK_NE8K_1 Ten0/3/0,10GE,10000000000,1000000,999000,2022-12-28 10:51:51,,,,50,--,,สฟฟ.อ้อมใหญ่ 2,GigabitEthernet0/3/0,10GBase-LR,สฟฟ.อ้อมน้อย 1,GigabitEthernet0/1/0,10GBase-LR,,Match,1,C3_SS_OYK_NE8K_1-GigabitEthernet0/3/0,C3_SS_ONA_NE08_1-GigabitEthernet0/1/0,,MA17200061316,Ph#1,0,0,0,Not Match,Not Match,MA17200061353,Ph#1,0,0,0,Not Match,Not Match
C3,Normal,C3_SS_OYK_NE8K_1-Shelf1-1(GigabitEthernet0/3/1)-New_C3_EO_ONA_NE8K_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C3_SS_OYK_NE8K_1,10.10.54.133,Shelf1-0-CXP 7-1(GigabitEthernet0/3/1),10.10.196.242,C3_ACN3_L051=C3_OYK_NE08_1_SS 10GE0/3/1-to-C3_ONA_NE8K_1_EO 10GE0/3/0,New_C3_EO_ONA_NE8K_1,10.10.54.167,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/3/0),10.10.196.241,C3_ACN3_L051=C3_EO_ONA_NE8K_1 10GE0/3/0-to-C3_SS_OYK_NE08_1 10GE0/2/0,10GE,10000000000,1000000,1000000,2022-12-28 10:51:51,,,,50,0,,สฟฟ.อ้อมใหญ่ 2,GigabitEthernet0/3/1,10GBase-ER,กฟภ.อ้อมน้อย,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C3_SS_OYK_NE8K_1-GigabitEthernet0/3/1,New_C3_EO_ONA_NE8K_1-GigabitEthernet0/3/0,,U7SA3B01105,Ph#2,สฟฟ.อ้อมใหญ่ 2,NE08_1,GigabitEthernet0/2/0,Match,Not Match,EB201900342668,Ph#4,กฟภ.อ้อมน้อย,NE8K_1,GigabitEthernet0/4/0,Match,Not Match
C3,Normal,C3_SS_OYK_NE8K_1-Shelf1-0(GigabitEthernet0/3/0)-C3_SS_ONA_NE08_1-Shelf1-0(GigabitEthernet0/1/0),L2 Link,--,C3_SS_OYK_NE8K_1,10.10.54.133,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.196.122,C3_ACN3_L023=C3_SS_OYK_NE08_1 Ten0/3/0-to-C3_SS_ONA_NE08_1 Ten0/1/0,C3_SS_ONA_NE08_1,10.10.54.134,Shelf1-0-CXP 7-0(GigabitEthernet0/1/0),10.10.196.121,C3_ACN3_L023=C3_SS_ONA_NE08_1 Ten0/1/0-to-C3_SS_OYK_NE8K_1 Ten0/3/0,10GE,10000000000,1000000,999000,2022-12-28 10:51:51,,,,50,0,,สฟฟ.อ้อมใหญ่ 2,GigabitEthernet0/3/0,10GBase-LR,สฟฟ.อ้อมน้อย 1,GigabitEthernet0/1/0,10GBase-LR,,Match,1,C3_SS_OYK_NE8K_1-GigabitEthernet0/3/0,C3_SS_ONA_NE08_1-GigabitEthernet0/1/0,,MA17200061316,Ph#1,0,0,0,Not Match,Not Match,MA17200061353,Ph#1,0,0,0,Not Match,Not Match
C3,Normal,C3_SS_OYK_NE8K_1-Shelf1-1(GigabitEthernet0/3/1)-New_C3_EO_ONA_NE8K_1-Shelf1-0(GigabitEthernet0/3/0),IP Link,--,C3_SS_OYK_NE8K_1,10.10.54.133,Shelf1-0-CXP 7-1(GigabitEthernet0/3/1),10.10.196.242,C3_ACN3_L051=C3_OYK_NE08_1_SS 10GE0/3/1-to-C3_ONA_NE8K_1_EO 10GE0/3/0,New_C3_EO_ONA_NE8K_1,10.10.54.167,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/3/0),10.10.196.241,C3_ACN3_L051=C3_EO_ONA_NE8K_1 10GE0/3/0-to-C3_SS_OYK_NE08_1 10GE0/2/0,10GE,10000000000,1000000,1000000,2022-12-28 10:51:51,,,,50,--,,สฟฟ.อ้อมใหญ่ 2,GigabitEthernet0/3/1,10GBase-ER,กฟภ.อ้อมน้อย,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C3_SS_OYK_NE8K_1-GigabitEthernet0/3/1,New_C3_EO_ONA_NE8K_1-GigabitEthernet0/3/0,,U7SA3B01105,Ph#2,สฟฟ.อ้อมใหญ่ 2,NE08_1,GigabitEthernet0/2/0,Match,Not Match,EB201900342668,Ph#4,กฟภ.อ้อมน้อย,NE8K_1,GigabitEthernet0/4/0,Match,Not Match
C1,Normal,C1_SS_WAB_NE8K_1-Shelf1-1(GigabitEthernet0/4/1)-C1_SS_WAA_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C1_SS_WAB_NE8K_1,10.10.50.218,Shelf1-0-NED3CXPB-1(GigabitEthernet0/4/1),10.10.166.94,C1_ACN4_L016=C1_SS_WAB_NE8K_1 10GE0/4/1-to-C1_SS_WAA_NE08_1 10GE0/3/0,C1_SS_WAA_NE08_1,10.10.50.203,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.166.93,C1_ACN4_L016=C1_SS_WAA_NE08_1 10GE0/3/0-to-C1_SS_WAB_NE8K_1 10GE0/4/1,10GE,10000000000,1000000,993000,2022-12-26 19:19:43,,,,50,0,,สฟฟ.วังน้อย 2 (ช),GigabitEthernet0/4/1,10GBase-ER,สฟฟ.วังน้อย,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C1_SS_WAB_NE8K_1-GigabitEthernet0/4/1,C1_SS_WAA_NE08_1-GigabitEthernet0/3/0,,EB203800081811,Ph#6,สฟฟ.วังน้อย 2 (ช),NE8K,GigabitEthernet0/4/1,Match,Match,EB203800082096,Ph#6,สฟฟ.วังน้อย 1,NE08,GigabitEthernet0/3/0,Not Match,Match
C1,Normal,C1_SS_WAB_NE8K_1-Shelf1-0(GigabitEthernet0/4/0)-New_C1_SS_BLS_NE08_1-Shelf1-0(GigabitEthernet0/4/0),IP Link,--,C1_SS_WAB_NE8K_1,10.10.50.218,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.166.174,C1_ACN4_L036=C1_SS_WAB_NE08_1 10GE0/4/0-to-C1_SS_BLS_NE08_1 10GE0/4/0,New_C1_SS_BLS_NE08_1,10.10.50.217,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.166.173,C1_ACN4_L036=C1_SS_BLS_NE08_1 10GE0/4/0-to-C1_SS_WAB_NE08_1 10GE0/4/0,10GE,10000000000,1000000,1000000,2022-12-26 18:44:10,,,,50,--,,สฟฟ.วังน้อย 2 (ช),GigabitEthernet0/4/0,10GBase-ER,สฟฟ.บ้านลาดทราย,GigabitEthernet0/4/0,10GBase-ER,,Match,1,C1_SS_WAB_NE8K_1-GigabitEthernet0/4/0,New_C1_SS_BLS_NE08_1-GigabitEthernet0/4/0,,U7SA3B02792,Ph#2,สฟฟ.วังน้อย 2 (ช),NE08_1,GigabitEthernet0/4/0,Match,Match,U7SA3B01821,Ph#2,สฟฟ.บ้านลาดทราย,NE08_1,GigabitEthernet0/4/0,Match,Match
C1,Normal,C1_SS_WAB_NE8K_1-Shelf1-0(GigabitEthernet0/4/0)-New_C1_SS_BLS_NE08_1-Shelf1-0(GigabitEthernet0/4/0),L2 Link,--,C1_SS_WAB_NE8K_1,10.10.50.218,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.166.174,C1_ACN4_L036=C1_SS_WAB_NE08_1 10GE0/4/0-to-C1_SS_BLS_NE08_1 10GE0/4/0,New_C1_SS_BLS_NE08_1,10.10.50.217,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.166.173,C1_ACN4_L036=C1_SS_BLS_NE08_1 10GE0/4/0-to-C1_SS_WAB_NE08_1 10GE0/4/0,10GE,10000000000,1000000,1000000,2022-12-26 18:44:09,,,,50,0,,สฟฟ.วังน้อย 2 (ช),GigabitEthernet0/4/0,10GBase-ER,สฟฟ.บ้านลาดทราย,GigabitEthernet0/4/0,10GBase-ER,,Match,1,C1_SS_WAB_NE8K_1-GigabitEthernet0/4/0,New_C1_SS_BLS_NE08_1-GigabitEthernet0/4/0,,U7SA3B02792,Ph#2,สฟฟ.วังน้อย 2 (ช),NE08_1,GigabitEthernet0/4/0,Match,Match,U7SA3B01821,Ph#2,สฟฟ.บ้านลาดทราย,NE08_1,GigabitEthernet0/4/0,Match,Match
