SubCard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save Time: 2025-05-15 12:23:16 User Name: tempuno,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total records: 3410,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Name,NE Type (MPU Type),Subboard Full Name,Subboard Name,Subboard Type,Subrack ID,Slot Number,Subslot Number,Hardware Version,Software Version,SN(Bar Code),Subboard Status,SubCard Alias,Description,Remarks,PN(BOM Code),Manufactured On,Model,Rev (Issue Number),Custom Label,resId,nativeId,,Masterplan Assigned,Boq. Ph.,Actual Site name,Match,Region
C1_EO_SBI_NE8K_1,NetEngine 8000 M6,NED2EM8T,,ETH_8xGE,1,7,6,NED2EM8T REV C,,210305645810L6000120,Normal,NA,8 Channels GE/FE Electrical Interface Board,,03056458,2020-06-15,NULL,0305645800,,010074a9-b7d7-11ea-a230-ac8d34d0c492,"NE=3145821,FR=1,S=7,CP=-1,SS=6,SC=-1",,กฟจ.สระบุรี,Ph#4,กฟจ.สระบุรี,Match,C1
C1_EO_SBI_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,4,CR81L2XFC0 REV B,,033JUD10L6000017,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,NULL,03033JUD00,,010074aa-b7d7-11ea-a230-ac8d34d0c492,"NE=3145821,FR=1,S=7,CP=-1,SS=4,SC=-1",,กฟจ.สระบุรี,Ph#4,กฟจ.สระบุรี,Match,C1
C1_EO_SBI_NE8K_1,NetEngine 8000 M6,CR81E8GEB0,,ETH_8xGE,1,7,1,CR81E8GEB0 REV C,,033NRL10L8000077,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,NULL,03033NRL00,,010074ab-b7d7-11ea-a230-ac8d34d0c492,"NE=3145821,FR=1,S=7,CP=-1,SS=1,SC=-1",,กฟจ.สระบุรี,Ph#4,กฟจ.สระบุรี,Match,C1
C1_EO_SBI_NE8K_1,NetEngine 8000 M6,CR81E8GEB0,,ETH_8xGE,1,7,2,CR81E8GEB0 REV C,,033NRL10L8000078,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,NULL,03033NRL00,,010074ac-b7d7-11ea-a230-ac8d34d0c492,"NE=3145821,FR=1,S=7,CP=-1,SS=2,SC=-1",,กฟจ.สระบุรี,Ph#4,กฟจ.สระบุรี,Match,C1
C1_EO_SBI_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10L6000016,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,NULL,03033JUD00,,010074ad-b7d7-11ea-a230-ac8d34d0c492,"NE=3145821,FR=1,S=7,CP=-1,SS=3,SC=-1",,กฟจ.สระบุรี,Ph#4,กฟจ.สระบุรี,Match,C1
C1_EO_SBI_NE8K_1,NetEngine 8000 M6,CR81L4XFH0,,ETH_4x10GE,1,7,5,CR81L4XFH0 REV A,,033MPJ10L6000037,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03033MPJ,2020-06-15,NULL,03033MPJ00,,010074ae-b7d7-11ea-a230-ac8d34d0c492,"NE=3145821,FR=1,S=7,CP=-1,SS=5,SC=-1",,กฟจ.สระบุรี,Ph#4,กฟจ.สระบุรี,Match,C1
C2_EO_BOT_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000154,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,0508dd18-b7d7-11ea-a230-ac8d34d0c492,"NE=3145859,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟย.บ่อทอง,Not Match,C2
C2_EO_BOT_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000327,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,0508dd19-b7d7-11ea-a230-ac8d34d0c492,"NE=3145859,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟย.บ่อทอง,Not Match,C2
C2_EO_BOT_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000301,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,0508dd1a-b7d7-11ea-a230-ac8d34d0c492,"NE=3145859,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,กฟย.บ่อทอง,Not Match,C2
C1_SS_WYA_NE08_2,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000335,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,07dd3341-b7d7-11ea-a230-ac8d34d0c492,"NE=3145923,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.วังน้ำเย็น,Not Match,C1
C1_SS_WYA_NE08_2,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000334,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,07dd3342-b7d7-11ea-a230-ac8d34d0c492,"NE=3145923,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.วังน้ำเย็น,Not Match,C1
C2_SS_KAA_NE08_2,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000061,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,0a060617-b7d7-11ea-a230-ac8d34d0c492,"NE=3145892,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,สฟฟ.แกลง 1,Not Match,C2
C2_SS_KAA_NE08_2,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000440,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,0a060618-b7d7-11ea-a230-ac8d34d0c492,"NE=3145892,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.แกลง 1,Not Match,C2
C1_SS_ARA_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000105,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,0bfbe30f-b7d7-11ea-a230-ac8d34d0c492,"NE=3145846,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.อรัญประเทศ 1,Not Match,C1
C1_SS_ARA_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV E,--,210305645210L4000332,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-16,,0305645200,,0bfbe310-b7d7-11ea-a230-ac8d34d0c492,"NE=3145846,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.อรัญประเทศ 1,Ph#3,สฟฟ.อรัญประเทศ 1,Match,C1
C1_SS_ARA_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,--,210305645810L6000102,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,0bfbe311-b7d7-11ea-a230-ac8d34d0c492,"NE=3145846,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.อรัญประเทศ 1,Ph#4,สฟฟ.อรัญประเทศ 1,Match,C1
C1_SS_NYB_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000040,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,0c7e59df-b7d7-11ea-a230-ac8d34d0c492,"NE=3145808,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.นครนายก 2,Not Match,C1
C1_SS_NYB_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000046,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,0c7e59e0-b7d7-11ea-a230-ac8d34d0c492,"NE=3145808,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,สฟฟ.นครนายก 2,Not Match,C1
C1_SS_NYB_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000353,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,0c7e59e1-b7d7-11ea-a230-ac8d34d0c492,"NE=3145808,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.นครนายก 2,Not Match,C1
C1_EO_OKK_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000158,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,0ddde929-b7d7-11ea-a230-ac8d34d0c492,"NE=3145815,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟส.องครักษ์,Not Match,C1
C1_EO_OKK_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000400,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,0ddde92a-b7d7-11ea-a230-ac8d34d0c492,"NE=3145815,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟส.องครักษ์,Not Match,C1
C1_EO_OKK_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000401,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,0ddde92b-b7d7-11ea-a230-ac8d34d0c492,"NE=3145815,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,กฟส.องครักษ์,Not Match,C1
New_C1_SS_ATB_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10L6000018,Normal,,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,,03033JUD00,,11823938-b7d7-11ea-a230-ac8d34d0c492,"NE=3145833,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.อ่างทอง 2,Ph#4,สฟฟ.อ่างทอง 2,Match,C1
New_C1_SS_ATB_NE8K_1,NetEngine 8000 M6,CR81L4XFH0,,ETH_4x10GE,1,7,5,CR81L4XFH0 REV A,,033MPJ10L6000038,Normal,,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03033MPJ,2020-06-15,,03033MPJ00,,11823939-b7d7-11ea-a230-ac8d34d0c492,"NE=3145833,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.อ่างทอง 2,Ph#4,สฟฟ.อ่างทอง 2,Match,C1
C2_SS_PLU_NE08_2,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,,210305645810H6000177,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,157879ca-b7d7-11ea-a230-ac8d34d0c492,"NE=3145879,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.ปลวกแดง 1,Not Match,C2
C2_SS_PLU_NE08_2,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,,210305645210H6000296,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,157879cb-b7d7-11ea-a230-ac8d34d0c492,"NE=3145879,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.ปลวกแดง 1,Not Match,C2
C2_SS_PLU_NE08_2,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000119,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,157879cc-b7d7-11ea-a230-ac8d34d0c492,"NE=3145879,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.พัทยาเหนือ ตัวที่ 2,Ph#4,สฟฟ.ปลวกแดง 1,Not Match,C2
C1_SS_BKS_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000049,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,173dd017-b7d7-11ea-a230-ac8d34d0c492,"NE=3145738,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.บางกระสั้น 1,Not Match,C1
C1_SS_BKS_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000183,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,173dd018-b7d7-11ea-a230-ac8d34d0c492,"NE=3145738,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.บางกระสั้น 1,Not Match,C1
C1_SS_BKS_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000103,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,173dd019-b7d7-11ea-a230-ac8d34d0c492,"NE=3145738,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.บางกระสั้น,Ph#4,สฟฟ.บางกระสั้น 1,Not Match,C1
C2_EO_TMI_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000018,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,1969b18c-b7d7-11ea-a230-ac8d34d0c492,"NE=3145897,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟส.ท่าใหม่,Not Match,C2
C2_EO_TMI_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000064,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,1969b18d-b7d7-11ea-a230-ac8d34d0c492,"NE=3145897,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,กฟส.ท่าใหม่,Not Match,C2
C2_EO_TMI_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000222,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,1969b18e-b7d7-11ea-a230-ac8d34d0c492,"NE=3145897,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟส.ท่าใหม่,Not Match,C2
C1_SS_NYA_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000121,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,1b71dd07-b7d7-11ea-a230-ac8d34d0c492,"NE=3145802,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.นครนายก 1,Not Match,C1
C1_SS_NYA_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000311,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,1b71dd08-b7d7-11ea-a230-ac8d34d0c492,"NE=3145802,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.นครนายก 1,Not Match,C1
C1_SS_NYA_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000319,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,1b71dd09-b7d7-11ea-a230-ac8d34d0c492,"NE=3145802,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.นครนายก 1,Not Match,C1
C1_SS_BIB_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000111,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,1f595062-b7d7-11ea-a230-ac8d34d0c492,"NE=3145756,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.บางปะอิน 2,Not Match,C1
C1_SS_BIB_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000079,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,1f595063-b7d7-11ea-a230-ac8d34d0c492,"NE=3145756,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,สฟฟ.บางปะอิน 2,Not Match,C1
C1_SS_BIB_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000251,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,1f595064-b7d7-11ea-a230-ac8d34d0c492,"NE=3145756,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.บางปะอิน 2,Not Match,C1
C1_ADDC_EO_AYY_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000141,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,217dddea-b7d7-11ea-a230-ac8d34d0c492,"NE=3145757,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,ศจฟ.กฟก.1,Not Match,C1
C1_ADDC_EO_AYY_NE08_1,NE08E-S6,NED3ML1A 0/4,,NEDD16E17502,1,7,4,NED3ML1A REV C,--,210305646110H6000035,Normal,,"NE08E-S6,NED3ML1A0,16 Channels E1 Interface Board(75ohm)",,03056461,2017-06-20,,0305646100,,217dddeb-b7d7-11ea-a230-ac8d34d0c492,"NE=3145757,FR=1,S=7,CP=-1,SS=4,SC=-1",,0,Ph#1,ศจฟ.กฟก.1,Not Match,C1
C1_ADDC_EO_AYY_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000047,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,217dddec-b7d7-11ea-a230-ac8d34d0c492,"NE=3145757,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,ศจฟ.กฟก.1,Not Match,C1
C1_ADDC_EO_AYY_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000437,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,217ddded-b7d7-11ea-a230-ac8d34d0c492,"NE=3145757,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,ศจฟ.กฟก.1,Not Match,C1
C1_SS_PKE_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,,210305645810H6000129,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,235201db-b7d7-11ea-a230-ac8d34d0c492,"NE=3145820,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.พุแค,Not Match,C1
C1_SS_PKE_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,,210305645210H6000457,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,235201dc-b7d7-11ea-a230-ac8d34d0c492,"NE=3145820,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.พุแค,Not Match,C1
C1_SS_PKE_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,,210305645210H6000449,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,235201dd-b7d7-11ea-a230-ac8d34d0c492,"NE=3145820,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.พุแค,Not Match,C1
C2_SS_PYT_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000071,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,256a0cc9-b7d7-11ea-a230-ac8d34d0c492,"NE=3145930,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.พัทยาใต้,Not Match,C2
C2_SS_PYT_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000391,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,256a0cca-b7d7-11ea-a230-ac8d34d0c492,"NE=3145930,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.พัทยาใต้,Not Match,C2
C2_SS_PYT_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000359,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,256a0ccb-b7d7-11ea-a230-ac8d34d0c492,"NE=3145930,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.พัทยาใต้,Not Match,C2
C1_SS_BPN_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000150,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,27296fa4-b7d7-11ea-a230-ac8d34d0c492,"NE=3145743,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.บางพูน,Not Match,C1
C1_SS_BPN_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000411,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,27296fa5-b7d7-11ea-a230-ac8d34d0c492,"NE=3145743,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.บางพูน,Not Match,C1
C1_SS_BPN_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000410,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,27296fa6-b7d7-11ea-a230-ac8d34d0c492,"NE=3145743,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.บางพูน,Not Match,C1
C2_SS_BNG_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10N6100006,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2022-06-19,NULL,03033JUD00,,29b7e32f-b7d7-11ea-a230-ac8d34d0c492,"NE=3145884,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.บึง 1,Ph#6,สฟฟ.บึง 1,Match,C2
C2_SS_BNG_NE8K_1,NetEngine 8000 M6,CR81L4XFH0,,ETH_4x10GE,1,7,5,CR81L4XFH0 REV D,,033MPJ10N6100046,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03033MPJ,2022-06-19,NULL,03033MPJ00,,29b7e330-b7d7-11ea-a230-ac8d34d0c492,"NE=3145884,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.บึง 1,Ph#6,สฟฟ.บึง 1,Match,C2
C1_SS_RCN_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000128,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,2a5cfc30-b7d7-11ea-a230-ac8d34d0c492,"NE=3145936,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.โรจนะ 1,Not Match,C1
C1_SS_RCN_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000456,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,2a5cfc31-b7d7-11ea-a230-ac8d34d0c492,"NE=3145936,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.โรจนะ 1,Not Match,C1
